country,state,sqft,bhk,area_type,population,age,price
India,Tamil Nadu,3224,5,Poor,38726,40,40394530
India,Rajasthan,1680,1,Medium,43633,39,10793032
India,Telangana,3688,4,Rich,39402,21,141113063
India,Haryana,4382,4,Medium,20624,4,108078975
India,Kerala,3913,5,Medium,24064,26,65376780
India,Rajasthan,4891,3,Medium,8214,35,39248514
India,Uttar Pradesh,4608,5,Medium,19375,15,50773302
India,Kerala,4838,2,Medium,32486,8,67784817
India,Kerala,2852,1,Medium,29483,24,24128278
India,West Bengal,3100,1,Medium,39078,24,24872983
India,Maharashtra,4499,3,Rich,24749,0,350202821
India,Kerala,808,1,Poor,37432,33,5174736
India,Rajasthan,4977,4,Rich,43291,2,120243929
India,Maharashtra,2456,1,Poor,13112,2,61041188
India,Tamil Nadu,668,3,Medium,25618,34,7753028
India,Kerala,1593,2,Rich,38564,3,40522127
India,Karnataka,1292,1,Medium,39055,18,24798104
India,West Bengal,3707,5,Poor,49367,34,46391929
India,Punjab,1781,1,Poor,4731,30,6400627
India,Gujarat,3393,3,Medium,21792,36,33999775
India,Uttar Pradesh,4846,2,Poor,25335,18,28255713
India,Tamil Nadu,412,4,Rich,20581,10,10739735
India,Haryana,3249,1,Rich,11808,27,45458523
India,Telangana,3404,2,Poor,17402,21,35478155
India,Delhi,2906,4,Medium,40200,12,166396571
India,Gujarat,4610,3,Poor,25703,28,37796976
India,Uttar Pradesh,3061,1,Medium,30240,7,20190158
India,Kerala,2669,2,Rich,31020,27,46668687
India,West Bengal,3845,4,Medium,15256,26,47088824
India,Gujarat,2734,2,Poor,23625,24,22595140
India,Delhi,4417,2,Medium,33182,38,127439603
India,Telangana,2900,4,Poor,30267,34,42347503
India,West Bengal,2042,3,Medium,4849,8,24033968
India,Telangana,4495,3,Rich,19689,28,109991471
India,Karnataka,3294,5,Medium,48994,21,126775149
India,Rajasthan,583,1,Rich,38164,3,9324412
India,Rajasthan,2220,2,Poor,12683,8,15644310
India,Kerala,475,1,Medium,38705,26,4587084
India,Karnataka,1664,1,Poor,30038,14,22551059
India,Punjab,3262,4,Rich,45816,40,59113488
India,Tamil Nadu,4051,1,Rich,44764,22,64551711
India,Tamil Nadu,3084,1,Poor,22869,4,26107703
India,Delhi,360,2,Poor,28586,32,7772205
India,Delhi,1627,2,Medium,2361,37,37709644
India,Tamil Nadu,2666,5,Poor,48607,2,61030053
India,Maharashtra,2211,3,Poor,45781,7,85037671
India,Kerala,2856,3,Rich,9024,38,39913844
India,Haryana,2017,5,Rich,22128,17,73849116
India,West Bengal,744,2,Medium,5458,37,5456028
India,Tamil Nadu,1658,4,Medium,8697,33,22145742
India,Punjab,4651,5,Medium,30493,23,75534291
India,Maharashtra,3374,2,Poor,42080,0,147428999
India,West Bengal,944,1,Rich,36529,27,12327910
India,Gujarat,2968,4,Poor,16954,34,27847440
India,Maharashtra,2659,2,Poor,4606,24,57448297
India,Kerala,2891,5,Rich,27147,38,65454028
India,Maharashtra,436,3,Rich,19978,38,22098410
India,Telangana,386,1,Rich,39987,22,8209087
India,Rajasthan,3073,1,Poor,47364,36,14733466
India,Tamil Nadu,1947,5,Poor,6520,39,22323315
India,West Bengal,3389,1,Medium,42680,31,28611225
India,Kerala,3367,3,Medium,44939,33,43893782
India,Haryana,2553,3,Poor,48221,14,37543195
India,Uttar Pradesh,436,1,Poor,20389,32,1493586
India,Kerala,748,5,Poor,26521,33,8163623
India,Telangana,3277,5,Rich,13207,12,131170325
India,West Bengal,3272,2,Rich,7160,6,47090468
India,Kerala,1116,5,Rich,1192,16,28459310
India,Punjab,4000,3,Rich,11655,25,52159812
India,Rajasthan,1396,1,Medium,34272,21,10663746
India,Karnataka,4116,5,Poor,5434,18,91096037
India,Karnataka,4064,1,Poor,43215,17,61621844
India,Delhi,2865,4,Medium,28374,39,124334752
India,Haryana,3420,5,Rich,37945,1,160925911
India,Telangana,831,5,Poor,34402,28,15787320
India,Karnataka,505,3,Medium,28197,3,15426347
India,Tamil Nadu,3493,3,Poor,9026,29,28975870
India,Maharashtra,970,4,Rich,18889,14,70815843
India,Tamil Nadu,549,2,Rich,35660,38,10661191
India,Tamil Nadu,3726,5,Rich,25255,28,110343886
India,Haryana,3242,4,Rich,35693,28,89642097
India,Gujarat,3246,5,Poor,16935,25,40594073
India,West Bengal,1793,2,Rich,20275,12,29745049
India,Uttar Pradesh,1254,2,Poor,2629,29,5682466
India,Haryana,3578,1,Poor,19945,11,28070388
India,Gujarat,683,1,Medium,38102,2,9696321
India,Maharashtra,4551,5,Medium,49908,26,328498576
India,Telangana,3346,5,Medium,34998,3,121989532
India,Gujarat,1663,2,Medium,21324,19,19890492
India,Haryana,4048,5,Rich,21884,31,106157258
India,West Bengal,989,1,Medium,3103,39,5860441
India,Gujarat,4625,2,Rich,33001,7,97606464
India,Telangana,4139,3,Rich,28923,11,125171927
India,Punjab,2805,3,Rich,38228,26,45169936
India,Maharashtra,2806,3,Poor,5594,10,70213199
India,Haryana,3150,2,Rich,18375,35,49352859
India,Punjab,3726,3,Medium,47287,4,64295969
India,Kerala,2884,4,Poor,10788,28,28442873
India,Punjab,872,3,Medium,39163,18,11856524
India,Punjab,2887,5,Medium,4262,4,50579097
India,Haryana,2517,4,Medium,25229,24,45993162
India,Punjab,3261,3,Rich,47646,17,60595729
India,Punjab,1239,5,Rich,37182,40,26734479
India,Rajasthan,2805,3,Rich,30504,6,52052079
India,Uttar Pradesh,2049,2,Medium,24470,16,17641630
India,Delhi,1435,1,Medium,9566,14,37835788
India,Telangana,2990,4,Medium,4255,25,53468765
India,Delhi,1244,2,Rich,24989,25,63757665
India,Haryana,3521,4,Poor,24559,28,44074368
India,Maharashtra,1241,3,Poor,19950,15,41912047
India,Uttar Pradesh,3627,1,Poor,29850,19,15672662
India,Maharashtra,3594,1,Poor,34998,30,75257578
India,Tamil Nadu,4156,2,Poor,33093,28,36813144
India,Punjab,1394,4,Medium,47881,19,20508664
India,Uttar Pradesh,4959,5,Medium,20539,2,79322091
India,Rajasthan,4755,3,Poor,25685,7,36705100
India,Uttar Pradesh,4434,4,Medium,16408,35,36918001
India,Tamil Nadu,4165,4,Rich,45254,17,135001384
India,Uttar Pradesh,4013,3,Poor,35779,31,20458013
India,Telangana,1747,3,Medium,20567,22,28144256
India,Gujarat,1290,2,Poor,38688,33,10059721
India,Rajasthan,3742,4,Medium,46991,16,59814396
India,Gujarat,3196,1,Poor,21519,19,19335993
India,West Bengal,1144,1,Medium,1446,11,7934539
India,Karnataka,526,2,Poor,12151,38,5891617
India,Rajasthan,2835,5,Medium,28500,16,45836086
India,Telangana,2181,4,Poor,23523,38,31864223
India,Punjab,3562,4,Medium,17436,29,44024033
India,Karnataka,3085,5,Rich,7855,7,149761667
India,Telangana,1867,3,Medium,28529,2,50324730
India,Haryana,1126,5,Rich,13100,24,29408164
India,West Bengal,3858,4,Medium,16916,19,51734995
India,Maharashtra,3279,1,Medium,4968,14,84919961
India,Uttar Pradesh,4504,3,Medium,12737,12,36325781
India,Maharashtra,2024,2,Rich,11997,17,115054309
India,Gujarat,797,5,Rich,31957,29,22252981
India,Punjab,1947,1,Rich,28559,18,24467281
India,Rajasthan,3735,5,Medium,48574,29,59687280
India,Tamil Nadu,2017,1,Rich,10259,34,25125070
India,Rajasthan,1804,5,Poor,24501,7,19563119
India,Haryana,3603,2,Rich,17061,10,77920273
India,Maharashtra,2763,2,Rich,42692,20,181997117
India,Gujarat,4737,2,Medium,46669,36,59083817
India,Karnataka,1556,1,Medium,21706,10,25412256
India,West Bengal,1773,3,Poor,42830,27,15939120
India,Telangana,4369,4,Poor,45993,37,75648201
India,Karnataka,3589,1,Medium,12939,12,51189320
India,Maharashtra,1551,4,Rich,7226,34,83380534
India,Uttar Pradesh,2261,2,Poor,33551,32,11911844
India,Uttar Pradesh,4305,4,Medium,44919,11,51455180
India,Gujarat,3096,1,Medium,41446,33,25874909
India,Uttar Pradesh,3349,1,Medium,10497,19,19597710
India,Kerala,4547,5,Poor,22698,26,50214038
India,Karnataka,4064,4,Rich,16641,33,146244226
India,Delhi,4482,1,Poor,43229,24,95346561
India,Karnataka,4544,1,Medium,30523,21,69847935
India,Maharashtra,3514,2,Medium,1249,14,118489994
India,West Bengal,3237,5,Rich,36440,22,84399389
India,Delhi,4359,3,Rich,3773,39,180276058
India,Karnataka,2485,1,Medium,8347,7,44171291
India,West Bengal,3608,5,Medium,34078,36,49047712
India,Telangana,3568,1,Rich,31266,1,100168229
India,Haryana,2311,4,Poor,38707,38,27175834
India,Punjab,1031,2,Poor,30277,8,7677144
India,Kerala,2019,2,Rich,47326,30,32761422
India,Haryana,577,5,Rich,11350,0,20777112
India,Kerala,1749,5,Medium,6454,16,26721178
India,Karnataka,4058,1,Rich,38392,25,98839636
India,Telangana,4891,5,Rich,7509,13,174628378
India,Telangana,568,1,Rich,3462,34,7224040
India,West Bengal,706,1,Medium,23553,4,6910367
India,Telangana,2918,2,Medium,23673,3,63924492
India,Gujarat,4414,3,Poor,16086,34,29549146
India,Karnataka,4827,4,Poor,19279,23,89001958
India,Maharashtra,1373,1,Poor,36170,31,28857649
India,Telangana,1451,5,Medium,40791,14,45361880
India,Tamil Nadu,4824,2,Poor,26883,31,42482439
India,Karnataka,4531,3,Medium,15536,38,79075947
India,Uttar Pradesh,3875,4,Poor,36186,38,26224754
India,Rajasthan,3145,2,Poor,28877,17,19605190
India,West Bengal,722,4,Rich,45641,22,17805648
India,Telangana,2841,4,Medium,4164,22,51780842
India,Kerala,4154,2,Medium,5552,36,38197463
India,Telangana,4842,3,Poor,4722,16,59763084
India,Tamil Nadu,1108,3,Rich,33247,5,30810480
India,Maharashtra,3106,3,Medium,28386,2,197304308
India,Haryana,3641,1,Poor,48216,40,26834125
India,Kerala,424,5,Poor,49174,22,6144589
India,Haryana,2715,1,Medium,2609,13,27506769
India,Kerala,4770,1,Medium,34816,13,46984740
India,Delhi,2446,3,Medium,47602,20,111636753
India,Gujarat,4092,2,Poor,48947,17,39315269
India,Punjab,1853,3,Rich,9378,25,27123671
India,Rajasthan,730,2,Poor,17459,12,4625088
India,Telangana,2630,4,Medium,19443,12,65127207
India,Maharashtra,4648,1,Poor,21855,35,88541811
India,West Bengal,3151,4,Medium,30301,28,44554676
India,West Bengal,4034,2,Medium,2094,36,30382335
India,Tamil Nadu,4313,4,Poor,25338,12,58960391
India,West Bengal,584,4,Poor,15616,5,5926418
India,Delhi,4619,2,Medium,40876,35,153419482
India,Karnataka,2381,5,Poor,42789,28,58111241
India,Tamil Nadu,1231,1,Poor,32730,18,10551412
India,Tamil Nadu,3706,1,Poor,42107,8,36665777
India,Delhi,3888,4,Medium,24165,10,181330655
India,Kerala,3671,2,Rich,32308,8,75227517
India,Gujarat,789,3,Poor,11680,20,6702462
India,Karnataka,587,2,Poor,21666,9,9754971
India,Haryana,443,5,Rich,4178,23,12536724
India,Gujarat,2351,2,Rich,45910,11,47306749
India,Maharashtra,1671,1,Poor,38422,27,40400892
India,Gujarat,1431,3,Medium,40321,10,24754726
India,Punjab,311,3,Poor,3537,26,1880820
India,Delhi,2377,4,Rich,37635,24,154220566
India,Kerala,1144,1,Medium,42513,36,10533183
India,Telangana,4863,2,Rich,30978,40,122515194
India,Kerala,4983,2,Rich,46256,9,111069828
India,Delhi,4455,2,Poor,29992,35,87867764
India,Punjab,1994,1,Medium,6197,1,14731238
India,Haryana,2472,5,Rich,20053,13,89852711
India,Uttar Pradesh,2661,4,Medium,30845,5,34511936
India,Tamil Nadu,2986,5,Medium,47435,24,68273961
India,Tamil Nadu,494,5,Medium,10615,4,12130935
India,Uttar Pradesh,4114,4,Poor,47416,22,33384889
India,Gujarat,3772,1,Medium,31005,33,29999948
India,Punjab,915,3,Poor,3253,14,6489013
India,West Bengal,1084,4,Poor,46138,22,12476597
India,Punjab,625,1,Poor,41542,21,3668193
India,West Bengal,1570,1,Poor,33467,22,8297211
India,Gujarat,4961,3,Poor,15389,25,37048847
India,Tamil Nadu,2286,1,Medium,21350,0,29246298
India,Tamil Nadu,4403,5,Medium,3994,32,67380640
India,Karnataka,1944,4,Rich,36912,38,82369368
India,Telangana,470,5,Poor,47988,21,9555643
India,West Bengal,4225,3,Rich,11450,7,70438510
India,Kerala,4123,3,Medium,26625,22,53525708
India,Haryana,4606,3,Rich,5875,14,99627022
India,Punjab,4806,3,Medium,20041,18,54487189
India,Tamil Nadu,1543,1,Medium,49994,39,16738223
India,Tamil Nadu,2266,3,Medium,23886,3,40445506
India,Kerala,3934,5,Medium,22924,23,74031731
India,Rajasthan,4513,1,Rich,44123,3,67809683
India,Maharashtra,665,2,Poor,11762,27,17176635
India,Gujarat,1090,2,Rich,41475,25,22409446
India,Karnataka,3129,3,Rich,26373,27,117392015
India,Tamil Nadu,1246,2,Rich,31254,37,22406372
India,Rajasthan,3890,1,Medium,29369,40,22291972
India,Rajasthan,4776,2,Poor,14029,26,25247759
India,Maharashtra,1511,2,Rich,2539,16,80318551
India,Telangana,1583,1,Medium,11310,29,17492929
India,Karnataka,1219,3,Rich,48025,26,49623418
India,Rajasthan,807,5,Medium,28151,34,9105172
India,Punjab,4816,1,Poor,38167,25,26542985
India,Rajasthan,1601,3,Medium,7411,29,12711218
India,Kerala,4650,5,Rich,9448,25,117877950
India,Telangana,2035,3,Medium,10316,17,36954454
India,West Bengal,2380,2,Medium,27123,29,21720963
India,Rajasthan,704,4,Medium,43742,28,8829276
India,West Bengal,4256,4,Poor,25849,2,49622026
India,Delhi,1509,1,Medium,33698,30,38711453
India,Tamil Nadu,3567,1,Poor,30793,28,24060387
India,Delhi,2481,2,Poor,28832,20,57354441
India,Gujarat,1954,1,Poor,42913,21,12634059
India,Gujarat,3424,3,Rich,13070,14,66969453
India,Punjab,2695,5,Poor,16310,34,20355625
India,Telangana,3518,3,Rich,10095,7,110551396
India,Tamil Nadu,2014,5,Poor,30122,7,36695085
India,Karnataka,4199,5,Rich,18400,6,211222044
India,Telangana,3796,1,Medium,15308,0,57542969
India,Uttar Pradesh,4356,2,Rich,48115,24,52229992
India,Kerala,4217,1,Medium,3936,22,33954033
India,West Bengal,3396,2,Poor,28281,27,24893500
India,Punjab,4863,4,Poor,8235,33,29235134
India,Kerala,3803,5,Medium,4340,4,68644495
India,Telangana,666,2,Medium,43049,9,15422914
India,Delhi,2154,4,Poor,40884,10,87724129
India,Gujarat,4769,5,Rich,10643,23,109934121
India,Karnataka,3234,3,Poor,43833,11,68128768
India,Haryana,1612,3,Poor,14851,36,14534179
India,Delhi,1491,5,Poor,16997,22,50221623
India,Telangana,4839,5,Poor,3887,21,77282387
India,Uttar Pradesh,3860,1,Rich,31341,22,33134401
India,Gujarat,1675,5,Poor,1490,17,19025386
India,Maharashtra,4708,3,Rich,22292,17,295953022
India,Uttar Pradesh,981,2,Poor,47511,19,6825659
India,Punjab,4640,5,Rich,17184,30,78067892
India,Uttar Pradesh,3548,4,Rich,48204,27,62550609
India,Rajasthan,4453,2,Medium,9488,5,44114261
India,Telangana,1398,2,Medium,30863,2,29923992
India,Karnataka,4035,3,Rich,46201,23,159959660
India,Maharashtra,2776,1,Rich,5603,33,99558440
India,Delhi,4923,3,Rich,28464,0,353903469
India,Maharashtra,2171,4,Medium,48975,17,139906223
India,Telangana,1814,2,Rich,48645,17,56414737
India,Tamil Nadu,778,4,Rich,46246,39,21680146
India,Rajasthan,1711,1,Medium,9334,34,8953806
India,West Bengal,3632,4,Poor,39990,17,45085576
India,Tamil Nadu,3560,1,Medium,30703,2,45518907
India,Rajasthan,1440,3,Medium,39498,36,12596492
India,Tamil Nadu,3639,5,Rich,30769,8,148021569
India,Delhi,871,5,Medium,18558,28,40248794
India,Karnataka,4386,1,Rich,1798,19,91765971
India,Maharashtra,3384,2,Rich,12110,27,162719516
India,Telangana,3045,3,Poor,30265,10,46287307
India,West Bengal,2150,4,Poor,1893,15,19159429
India,Rajasthan,4612,4,Poor,32670,34,37149848
India,Maharashtra,3217,4,Poor,49669,18,160402990
India,Telangana,3955,2,Poor,10947,15,47549519
India,Kerala,4074,5,Rich,42932,6,161417591
India,Delhi,4913,2,Rich,7358,5,261418428
India,Rajasthan,2678,2,Poor,45414,33,15137343
India,Punjab,987,5,Medium,22045,38,12895459
India,Uttar Pradesh,2111,3,Poor,31022,8,16826200
India,Uttar Pradesh,3406,3,Medium,21213,39,25490898
India,Maharashtra,763,4,Poor,4158,40,21311028
India,Kerala,989,4,Rich,35980,40,20856187
India,Maharashtra,3803,5,Poor,43543,31,174375120
India,Karnataka,746,5,Medium,30086,30,23386838
India,Uttar Pradesh,1373,2,Poor,6454,14,7241705
India,Delhi,3962,3,Poor,22181,12,104709710
India,Uttar Pradesh,2251,4,Rich,30424,12,41669079
India,Haryana,1188,5,Medium,24649,17,27655558
India,Gujarat,4075,5,Poor,22029,13,60116941
India,Telangana,3939,5,Medium,38203,20,109134792
India,Telangana,3856,2,Poor,20065,16,45142169
India,Gujarat,896,2,Medium,42821,5,13715282
India,Rajasthan,4031,3,Rich,28812,39,52426812
India,Kerala,564,3,Rich,36427,21,12434200
India,Telangana,1762,5,Medium,10637,32,36955146
India,Maharashtra,812,4,Poor,12523,17,26323244
India,Punjab,2631,2,Rich,34896,35,37795605
India,Delhi,3221,1,Poor,48116,17,74554358
India,Maharashtra,470,5,Rich,47032,14,57393560
India,Telangana,3109,2,Poor,42785,3,59683011
India,Uttar Pradesh,4865,2,Medium,17576,3,48857251
India,Tamil Nadu,2710,5,Medium,36289,13,70935317
India,Haryana,3038,4,Medium,39871,26,55766474
India,Maharashtra,540,1,Medium,5631,6,15439868
India,Rajasthan,910,5,Poor,20989,10,9856433
India,Karnataka,2901,2,Rich,7080,30,64941816
India,Delhi,421,1,Poor,35085,13,9285366
India,Uttar Pradesh,4334,3,Medium,15904,33,31303383
India,Maharashtra,3848,5,Rich,7464,0,371001399
India,West Bengal,360,2,Poor,3895,27,2190286
India,Kerala,4260,3,Poor,34302,6,46372079
India,Gujarat,1304,4,Poor,22709,13,14956221
India,Karnataka,1333,2,Medium,25700,16,30180636
India,Telangana,3220,4,Medium,9320,5,79686889
India,Telangana,3468,2,Rich,30062,14,107595516
India,Kerala,847,5,Rich,26142,26,24641803
India,Delhi,4994,5,Poor,4225,34,134754210
India,Gujarat,845,1,Rich,24110,2,15834811
India,Delhi,2226,1,Poor,49128,13,54172008
India,Telangana,3381,2,Poor,5321,29,34764912
India,Haryana,3468,2,Rich,47270,11,94960193
India,Rajasthan,4969,3,Poor,17667,16,32461888
India,Punjab,1765,2,Medium,22118,35,14170911
India,Rajasthan,2794,2,Poor,1992,10,13822251
India,West Bengal,3488,1,Poor,17727,39,14850605
India,Maharashtra,2576,1,Rich,20585,31,97531644
India,Uttar Pradesh,3183,1,Rich,30968,29,26694948
India,Punjab,3008,2,Rich,13982,28,38317434
India,Maharashtra,795,4,Medium,3148,17,34696452
India,Maharashtra,1034,4,Rich,24889,19,88615466
India,Punjab,3576,3,Rich,41718,27,58858787
India,Karnataka,1477,2,Medium,8853,27,26692879
India,West Bengal,3157,3,Poor,5368,32,18003209
India,Uttar Pradesh,942,3,Poor,24600,25,5178441
India,Tamil Nadu,4001,4,Rich,30079,0,130978928
India,Kerala,2811,2,Medium,8367,28,27437248
India,Telangana,3604,3,Poor,20097,25,45026573
India,Maharashtra,3492,5,Medium,18107,2,284112953
India,Kerala,1837,4,Poor,12549,11,21248971
India,Maharashtra,3961,2,Rich,27905,20,217260105
India,Tamil Nadu,3093,1,Medium,23614,14,33117821
India,Maharashtra,1599,3,Medium,40469,2,100920073
India,Uttar Pradesh,1835,4,Medium,9269,15,16663599
India,Haryana,537,5,Rich,45387,21,18359147
India,Tamil Nadu,3422,3,Poor,35565,19,44638700
India,Punjab,1115,3,Rich,45100,10,21086198
India,Karnataka,834,5,Medium,37132,8,36178734
India,Telangana,4800,5,Rich,28914,37,180465025
India,Uttar Pradesh,846,2,Rich,21107,37,8010977
India,Delhi,2236,1,Rich,26538,30,77026327
India,Haryana,4911,2,Poor,47476,33,48093018
India,Telangana,3503,2,Rich,3244,18,85781099
India,Maharashtra,1165,5,Medium,28518,11,78444245
India,Uttar Pradesh,1974,4,Medium,45340,35,18631078
India,Tamil Nadu,1173,4,Rich,11492,13,32277125
India,Delhi,1153,5,Rich,19667,29,91238998
India,Uttar Pradesh,4530,1,Poor,14440,25,17241326
India,Telangana,4481,4,Rich,39729,5,202957489
India,Delhi,1219,3,Medium,49247,7,62343031
India,Telangana,2386,1,Rich,49570,17,55543143
India,Rajasthan,2630,2,Medium,18400,31,20768294
India,Rajasthan,3138,2,Poor,39968,39,19955623
India,Gujarat,4925,1,Rich,24777,19,71851681
India,Delhi,4797,5,Rich,33427,9,466963728
India,Maharashtra,493,2,Poor,16577,35,10898417
India,Uttar Pradesh,3413,3,Rich,40121,36,39584280
India,Kerala,3681,1,Poor,22271,33,18006465
India,Uttar Pradesh,4452,5,Medium,12673,29,41537680
India,Karnataka,2963,3,Rich,48801,11,143015646
India,Haryana,2936,5,Medium,12221,11,57037495
India,West Bengal,4677,2,Poor,14515,15,29993300
India,Haryana,2891,5,Rich,10612,4,102086548
India,Tamil Nadu,954,2,Rich,18143,6,22539359
India,Karnataka,4123,4,Poor,28200,3,100715487
India,Kerala,4816,5,Rich,23356,26,134489582
India,Gujarat,1289,5,Poor,42214,3,25894838
India,West Bengal,4752,1,Medium,27331,8,46009428
India,Telangana,4679,3,Medium,28105,33,81588913
India,Kerala,2715,2,Rich,3637,10,46272197
India,Tamil Nadu,844,1,Rich,20556,9,13635979
India,Telangana,520,3,Poor,38045,9,8604132
India,Tamil Nadu,4285,4,Poor,41216,22,57117240
India,Tamil Nadu,3310,1,Rich,43292,17,66816316
India,Rajasthan,525,1,Poor,35765,3,3533820
India,Delhi,3399,2,Poor,37175,11,89484783
India,Delhi,3211,2,Medium,19799,26,107666438
India,Kerala,4956,4,Medium,9624,8,81691185
India,Gujarat,3932,3,Medium,39698,33,52964454
India,Maharashtra,3451,1,Medium,6580,14,95459703
India,Haryana,3791,3,Medium,32957,21,65694796
India,Delhi,887,5,Poor,19231,3,43073142
India,Kerala,3617,5,Poor,45115,14,61329176
India,West Bengal,2298,1,Rich,4057,36,21093461
India,Delhi,4457,4,Medium,34635,19,244853096
India,Haryana,4132,4,Poor,15017,4,58297226
India,Kerala,4344,5,Rich,45921,9,155953519
India,Punjab,1516,4,Poor,18264,38,11261854
India,West Bengal,1468,5,Rich,36897,30,32520452
India,Uttar Pradesh,2494,4,Medium,49780,13,32981690
India,Punjab,4175,2,Rich,16979,9,66125682
India,Rajasthan,4325,3,Rich,14844,27,61498896
India,Uttar Pradesh,1282,4,Medium,22395,37,10365605
India,Haryana,2112,2,Rich,15254,5,53211738
India,Karnataka,1516,5,Rich,18794,20,66607887
India,Uttar Pradesh,1476,5,Poor,34765,19,13520094
India,Delhi,672,5,Rich,39384,22,60357155
India,Delhi,803,2,Poor,31761,19,22700571
India,Punjab,557,4,Poor,47098,16,5903684
India,Delhi,1057,3,Rich,25518,16,68984493
India,Uttar Pradesh,3759,1,Rich,8837,11,33063542
India,Rajasthan,1987,5,Poor,22560,18,20615520
India,Maharashtra,643,3,Medium,29258,22,27402721
India,Haryana,2247,4,Rich,35812,34,60232503
India,Karnataka,1399,4,Rich,37160,20,58744240
India,Maharashtra,1370,3,Medium,35618,31,57392189
India,Haryana,2203,3,Medium,6851,17,32758986
India,Maharashtra,2775,2,Rich,17198,35,120979726
India,Telangana,2740,3,Poor,32213,7,49406992
India,Karnataka,2736,4,Medium,10219,38,63302789
India,Rajasthan,3065,4,Medium,14180,37,26154186
India,Uttar Pradesh,1458,1,Rich,6470,11,12788368
India,Haryana,3157,4,Medium,22387,38,49184111
India,Kerala,2364,4,Poor,11566,40,20707751
India,Haryana,4898,2,Poor,34477,37,49176258
India,Karnataka,717,4,Medium,45814,13,26671413
India,West Bengal,2561,2,Medium,12826,2,27945565
India,Maharashtra,1592,2,Poor,12267,9,44493905
India,Maharashtra,624,2,Medium,29552,26,24600150
India,West Bengal,3887,3,Medium,47562,2,66702114
India,West Bengal,1802,4,Medium,46528,39,22811619
India,Punjab,2067,1,Medium,34122,16,18371472
India,Rajasthan,4575,2,Rich,14107,27,55669364
India,Kerala,1690,3,Medium,9418,11,21650978
India,Tamil Nadu,3922,5,Poor,11024,11,54964994
India,Kerala,4257,5,Rich,6666,2,122025285
India,Kerala,2217,5,Poor,27505,33,24546556
India,Punjab,4376,2,Rich,34861,40,53645619
India,Tamil Nadu,3085,2,Rich,15799,24,56157749
India,Gujarat,2673,5,Rich,4990,26,61116012
India,Telangana,4395,4,Medium,20790,28,92872983
India,Maharashtra,4161,2,Rich,24790,4,286069390
India,Telangana,4126,2,Medium,31286,17,74560237
India,Telangana,462,2,Medium,29315,1,10511658
India,Rajasthan,3746,4,Poor,15516,38,26184558
India,Uttar Pradesh,4233,2,Rich,34690,25,47456891
India,Kerala,864,3,Poor,11789,4,9891839
India,Delhi,523,2,Rich,48663,30,27428886
India,Telangana,1317,3,Rich,24590,3,47502699
India,Uttar Pradesh,2719,3,Rich,7240,37,26184029
India,Punjab,2368,2,Rich,49291,10,45001828
India,Punjab,746,3,Rich,28938,30,9989216
India,Maharashtra,895,3,Rich,11942,1,72041517
India,Haryana,3307,2,Rich,9772,8,71711576
India,Haryana,4584,2,Medium,36953,11,74720143
India,West Bengal,3866,1,Rich,34737,4,62458273
India,West Bengal,3717,4,Rich,49153,7,104199329
India,Punjab,4027,5,Rich,26523,30,85259122
India,Gujarat,448,2,Poor,17821,26,3583279
India,Kerala,4753,1,Medium,5551,7,42799246
India,Gujarat,499,3,Medium,30685,20,6946082
India,Tamil Nadu,3673,2,Medium,14560,28,44031873
India,Kerala,4897,4,Medium,24916,36,59944132
India,Gujarat,4115,5,Rich,38477,27,111697840
India,West Bengal,3620,3,Rich,27572,25,60373407
India,Maharashtra,3591,5,Poor,7697,6,162262295
India,Rajasthan,1381,2,Poor,11776,8,9687540
India,Maharashtra,3797,4,Poor,38528,2,202890740
India,Kerala,864,2,Medium,26401,17,11744785
India,Haryana,1104,4,Medium,32846,23,20468688
India,Maharashtra,3580,3,Rich,39784,29,238643094
India,Karnataka,1654,4,Medium,41857,12,53064792
India,Kerala,1859,4,Poor,35275,15,22277706
India,Punjab,1594,1,Rich,37833,10,22389729
India,Kerala,1903,3,Poor,23340,34,13736292
India,Punjab,1805,1,Medium,45009,22,16005103
India,Gujarat,4087,1,Poor,12801,32,18718539
India,Delhi,2802,4,Rich,11737,35,136178155
India,Maharashtra,2383,1,Poor,2752,15,44299265
India,Maharashtra,4702,3,Rich,2132,36,198709716
India,Tamil Nadu,1787,1,Rich,38777,21,28373915
India,Tamil Nadu,1882,5,Poor,22301,25,25754404
India,Haryana,400,2,Poor,23259,13,4595787
India,Karnataka,3218,2,Medium,36310,19,75403566
India,Rajasthan,3965,4,Poor,21619,28,30374743
India,Gujarat,3760,1,Poor,9697,31,19792926
India,Maharashtra,661,1,Rich,5067,35,23520262
India,Rajasthan,2809,1,Rich,49270,5,42718161
India,Tamil Nadu,4316,4,Medium,1719,10,69487114
India,Karnataka,4457,2,Medium,35917,17,118038926
India,Tamil Nadu,4507,1,Medium,24525,12,47924829
India,Maharashtra,4915,4,Rich,8265,4,399619098
India,Rajasthan,1355,1,Medium,22058,29,8299444
India,Karnataka,3044,5,Medium,13061,8,102655729
India,Karnataka,4975,1,Medium,45722,12,109738846
India,Karnataka,770,1,Poor,31337,40,8179014
India,Haryana,4525,2,Poor,9012,4,49799227
India,Haryana,1067,3,Medium,43968,33,17045873
India,Gujarat,1777,3,Poor,38260,2,23099264
India,Uttar Pradesh,1110,4,Rich,7841,11,15237255
